URL_Completa,Titulo,Descripción,fecha
https://www.lavanguardia.com/sucesos/20190129/4689290167/detienen-mujer-responsable-crimen-pareja-ciudad-lineal.html,Detienen a una mujer como responsable del crimen de su pareja en ...,Los agentes hallaron ese día en un piso del número 57 de la <em>calle</em> San Maximiliano el un cadáver que llevaba varios días en el domicilio.,29 ene. 2019
https://www.elmundo.es/cronica/2018/09/13/5b92ad08468aeb824d8b4642.html,"Yolanda, el último asesinato del franquismo","Se llamaba Yolanda, y el suyo fue el <em>crimen</em> más brutal de la Transición. ... Yolanda había llegado a <em>Madrid</em> en 1979, siguiendo los pasos de su novio, ... de la <em>calle</em> Tembleque, en el barrio madrileño de Aluche, con su novio,&nbsp;...",13 sept. 2018
https://www.elmundo.es/madrid/2019/01/02/5c2bbbfd21efa0f4418b468e.html,Los homicidios bajan en la región un 13% y de los 34 crímenes solo ...,"Tras el <em>crimen</em>, prendió fuego a la casa y se suicidó arrojándose a un tren. ... fue ejecutado en plena <em>calle</em> de Fernando el Católico de <em>Madrid</em> de un ... En <em>Madrid</em>, concretamente en el <em>parque</em> Tierno Galván, a principios de ... Ambos vivían en una chabola situada en un descampado cercano a la <em>plaza</em> de la&nbsp;...",1 ene. 2019
https://www.elespanol.com/reportajes/20181224/acribillo-pistoleros-edu-luchador-defendia-mujeres-maltratadas/363214216_0.html,"Así acribilló el clan de los Pistoleros a Edu, el luchador que defendía a ...","El <em>asesinato</em> de un hombre el sábado por la noche en Baró de Viver (Sant ... la tarde del sábado mientras paseaba a sus perros en el <em>parque</em> de su barrio. ... Se ponían a disparar por la <em>calle</em> en mitad de la noche, gritando “Ha llegado el ... dentro pagando otro <em>crimen</em>”, cuentan desde el entorno de Eduard.",24 dic. 2018
https://www.abc.es/espana/madrid/abci-asesinato-miriam-vallejo-podria-tener-movil-sexual-o-machista-201901180959_video.html,El asesinato de Miriam Vallejo podría tener un móvil sexual o machista,"Estaba cosida a cuchilladas en la <em>calle</em> del Monte de las Encinas, en un ... Meco (<em>Madrid</em>), colindante con Villanueva de la Torre (Guadalajara), donde vivía ... Por eso se cree que el <em>crimen</em> se produjo poco antes de que fuera&nbsp;...",18 ene. 2019
https://www.elmundo.es/madrid/2019/04/17/5cb7489621efa0737d8b466c.html,Muere el hombre tiroteado en un pub de Latina,"El <em>crimen</em> está siendo investigado por los agentes de la Brigada ... 68 de la <em>calle</em> deSeseña en el distrito Latina, según Emergencias <em>Madrid</em>.",17 abr. 2019
https://www.abc.es/espana/comunidad-valenciana/abci-investigan-asesinato-joven-hallado-calle-alicante-seis-disparos-201811181407_noticia.html,Investigan el asesinato de un joven hallado en una calle de Alicante ...,La Policía Nacional investiga las circunstancias del presunto <em>asesinato</em> de un joven de 27 años cuyo cadáver ha sido encontrado muerto este&nbsp;...,18 nov. 2018
https://www.europapress.es/nacional/noticia-bernando-montoya-detenido-crimen-laura-luelmo-salio-prision-octubre-asesinato-dos-robos-20181218150645.html,"Bernardo Montoya, que salió de prisión en octubre, asesinó a una ...","La Guardia Civil se traslada a la <em>calle</em> donde vivía Laura Luelmo en El Campillo ... ¿Qué se sabe hasta ahora sobre el <em>crimen</em> de Laura Luelmo? ... tratar de agredir a una joven de 27 años que paseaba por un <em>parque</em> de El Campillo, ... de Huelva aplicó en el <em>delito</em> de <em>asesinato</em> una atenuante analógica.",18 dic. 2018
https://www.elmundo.es/madrid/2018/11/29/5bfef9d321efa0db7f8b46b7.html,"La menor de Alcorcón delató a su asesina antes de su muerte: ""¡Rocío ...",El GPS del celular sitúa a Rocío la noche del <em>crimen</em> en ese lugar de ... en contenedores próximos a la <em>calle</em> de Alcorcón donde había sido&nbsp;...,28 nov. 2018
https://elpais.com/sociedad/2019/05/10/actualidad/1557469086_766653.html,Detenido en el aeropuerto de Alicante un hombre por el asesinato de ...,"Detenido en el aeropuerto de Alicante un hombre por el <em>asesinato</em> de su pareja en Torre-Pacheco ... <em>Calle</em> Pedro Nieto de Torre-Pacheco. ... disponía a tomar un vuelo con destino a <em>Madrid</em> con conexión posterior a su país, ... De confirmarse que es un <em>crimen</em> machista, sería el primero de este 2019 en la&nbsp;...",10 may. 2019
http://www.telemadrid.es/programas/madrid-directo/colaboracion-ciudadana-crimen-Boadilla-2-2058714187--20181016074912.html,Se pide colaboración ciudadana para esclarecer el crimen de Boadilla,Estaba en el interior de su coche en un aparcamiento de la <em>calle</em> Cazorla. Su mujer había denunciado su desaparición esta misma mañana.,16 oct. 2018
https://www.lasexta.com/noticias/nacional/policia-cifra-18000-asistentes-manifestacion-derecho-decidir-madrid-frente-120000-organizadores-video_201903165c8d46b40cf2adae14cdb3ad.html,La Policía cifra en 18.000 los asistentes a la manifestación por el ...,"La manifestación ha partido desde Atocha, en el centro de <em>Madrid</em>, encabezada por ... ""Autodeterminación no es <em>delito</em>. Democracia es decidir"" son los lemas de la protesta, que concluirá en la <em>plaza</em> de Cibeles, y a la que han&nbsp;...",16 mar. 2019
https://www.lasexta.com/programas/sexta-columna/noticias/el-asesinato-de-los-abogados-de-atocha-cambio-la-historia-de-la-transicion-los-mataron-al-grito-de-viva-cristo-rey-y-viva-espana-video_201902085c5dec550cf2cdb074ca496e.html,El asesinato de los abogados de Atocha cambió la historia de la ...,"En el número 55 de la <em>calle</em> Atocha de <em>Madrid</em> cambió la Transición, como se ve en el vídeo. Fue el lugar en el que fueron asesinados los&nbsp;...",8 feb. 2019
https://www.abc.es/espana/madrid/abci-segundo-caso-violencia-machista-ciudad-lineal-detenido-agredir-pareja-calle-201903110038_noticia.html,Segundo caso de violencia machista en Ciudad Lineal: detenido por ...,"... el número 158 de la <em>avenida</em> de la Institución Libre de Enseñanza, antigua <em>calle</em> de los Hermanos García Noblejas. Tras cometer el <em>crimen</em>,&nbsp;...",10 mar. 2019
https://www.miracorredor.tv/loeches-se-concentra-por-el-asesinato-de-maria/,Loeches se concentra por el asesinato de María,"Loeches se concentra por el <em>asesinato</em> de María ... Los vecinos han guardado un minuto de silencio en la <em>Plaza</em> de la Villa para condenar el terrible <em>crimen</em> que deja ... de la Mujer de la Comunidad de <em>Madrid</em>, Paula Gómez-Angul. ... Empieza a funcionar el nuevo <em>parque</em> comercial On <em>Plaza</em> de Torrejón.",26 mar. 2019
https://www.abc.es/espana/madrid/abci-asesinato-villaverde-tragedia-familiar-destrozo-hermanas-201809270346_noticia.html,Asesinato de Villaverde: la tragedia familiar que destrozó a dos ...,"<em>Asesinato</em> de Villaverde: la tragedia familiar que destrozó a dos hermanas ... del número 84 de la <em>calle</em> de Villajoyosa, ocurrió poco antes de la 1.30 horas. ... discutir a gritos en el <em>parque</em> de Oroquieta e inmediaciones, junto a una o las dos ... al quirófano, informó una portavoz de Ayuntamiento de <em>Madrid</em>.",26 sept. 2018
https://www.elmundo.es/madrid/2019/03/25/5c98aa6e21efa0421e8b45c6.html,Un hombre mata a su mujer y después se suicida en Loeches,"Un portavoz de Emergencias 112 Comunidad de <em>Madrid</em> informó que a las ... avisaba de que en un domicilio ubicado en la <em>calle</em> José Sanclemente Rey, ... La principal hipótesis es que se trata de un <em>asesinato</em> machista: tras una ... Antonio Notario, quien acudió al lugar del <em>crimen</em> para interesarse por lo&nbsp;...",25 mar. 2019
https://www.elmundo.es/madrid/2019/05/13/5cd8707bfc6c83780b8b4602.html,Noche de cuchillos largos en la Pradera: 10 armas incautadas y un ...,La Policía Municipal de <em>Madrid</em> desplegó el pasado sábado por la noche el mayor operativo de seguridad de la historia de las fiestas de San&nbsp;...,12 may. 2019
https://www.abc.es/espana/madrid/abci-brutal-crimen-delicias-prision-para-cuatro-participantes-paliza-201810120153_noticia.html,Brutal crimen en Delicias: prisión para los cuatro participantes en la ...,La titular del Juzgado de Instrucción número 3 de <em>Madrid</em> acordó ... una paliza en plena <em>calle</em> en el paseo de las Delicias (Arganzuela) tras&nbsp;...,11 oct. 2018
https://elpais.com/ccaa/2019/04/14/madrid/1555227278_272794.html,"Un hombre de 28 años, muy grave tras recibir un disparo en Aluche","... del lugar, según fuentes de la Jefatura Superior de Policía de <em>Madrid</em>. ... en la <em>calle</em> del Padre Piquer, armado con una escopeta Tayoner del&nbsp;...",14 abr. 2019
https://www.elmundo.es/madrid/2019/02/25/5c72f876fc6c8352578b4696.html,La Policía cree que el Rey del Cachopo mató a su novia por accidente ...,"luiS F. DURÁN <em>madrid</em> La Policía Nacional cree que el rey del Cachopo, ... ambos vivían, en la <em>calle</em> López Grass del distrito de Vallecas, el pasado verano. ... prueba más para determinar el lugar del <em>crimen</em> y tumbar las declaraciones ... el <em>asesinato</em> de Heidi, que atribuye a una banda que le amenazaba.",25 feb. 2019
https://www.periodistadigital.com/gente/sucesos/20190222/canibal-madrid-mata-madre-descuartiza-comen-perro-noticia-689400443224/,"El Canibal de Madrid: Mata a su madre, la descuartiza y se la comen ...","... situado en el número 50 de la <em>calle</em> de Francisco Navacerrada del barrio de la Guindalera, muy cerca de la <em>plaza</em> de toros de Las Ventas.",22 feb. 2019
https://elpais.com/ccaa/2019/05/05/madrid/1557040018_241722.html,Un joven de 21 años resulta herido grave en las fiestas patronales de ...,"Esta es la segunda agresión que se produce en la macrodiscoteca instalada en el <em>parque</em> Finca Liana, en las fiestas de Móstoles. Un joven de&nbsp;...",5 may. 2019
https://www.publico.es/politica/enrique-ruano-margot-ruano-50-anos-despues-asesinato-hermano-no-hay-reparacion-posible-olvido-perdono.html,"Margot Ruano, 50 años después del asesinato de su hermano: ""No ...","La Junta de Distrito del barrio de Salamanca (<em>Madrid</em>) celebrará un acto ... de suicidar arrojándose por la ventana del séptimo piso de la <em>Calle</em> General Mola, 60"". ... Los tres policías que vieron por última vez a Ruano con vida fueron imputados por un posible <em>delito</em> de <em>asesinato</em>. ..... SARA <em>PLAZA</em> SERNA&nbsp;...",17 ene. 2019
https://elpais.com/ccaa/2018/12/03/madrid/1543858678_710065.html,Las dos muertes de Yolanda González,"Yolanda González, el <em>crimen</em> más brutal de la Transición' (Planeta). ... Vino a <em>Madrid</em> por amor, para emprender una vida con su pareja”, sigue. ... Allí es un piso de 60 metros cuadrados en el número 101 de la <em>calle</em> ... Sin embargo, la placa que recuerda a la víctima del <em>asesinato</em> no ha durado ni un mes.",3 dic. 2018
https://www.lavanguardia.com/sucesos/20190523/462415947484/detenido-crimen-menor-cafeteria-mistral-pisquiatrico.html,El detenido por el crimen de una menor en una cafetería del Eixample ...,"Los vecinos de la <em>avenida</em> Mistral homenajean a la víctima con flores, velas y ... Y se trata de un <em>asesinato</em> realmente difícil de investigar porque el <em>crimen</em> es el ... la había escuchado gritar con desespero en mitad de la <em>calle</em>. ... Ola de calor en Barcelona, Sevilla, <em>Madrid</em>...última hora AEMET, en directo.",22 may. 2019
https://www.elmundo.es/madrid/2019/05/05/5ccebbe0fdddffb4848b45c2.html,"Carta de los padres del asesinado en Cobeña: ""El que acabó con la ...","Javier Alejandro Bartolomé Morcuende nació en <em>Madrid</em>, el veintiséis de agosto de 1998. Se desplomó, desangrado, en la <em>calle</em> Mercado de&nbsp;...",5 may. 2019
https://www.elconfidencial.com/espana/andalucia/2018-12-19/asesinato-laura-luelmo-destierro-montoya-gemelos-terror-colegio_1715682/,El destierro de los Montoya: los gemelos que sembraban el terror ...,"El principal sospechoso por el <em>asesinato</em> de Laura Luelmo tuvo la ... el horrible <em>crimen</em> asegura que sospechó desde el primer momento que ""los ... Ella ya había contado por teléfono a algunos familiares que ese vecino de la <em>calle</em> Córdoba, .... El PSOE gana municipales y autonómicas, recupera <em>Madrid</em> y&nbsp;...",18 dic. 2018
https://www.abc.es/espana/madrid/abci-siete-detenidos-crimen-teteria-leganes-201812210211_noticia.html,Siete detenidos por el crimen de la tetería de Leganés,"Siete detenidos por el <em>crimen</em> de la tetería de Leganés ... en el <em>crimen</em> del encargado de una tetería situada en Leganés (<em>Madrid</em>). ... el pasado verano, denominado El Escondite, situado en la <em>plaza</em> de las Floras del municipio. ... Mientras, el herido salía a la <em>calle</em> dejando un rastro de sangre a su paso.",20 dic. 2018
https://www.ondacero.es/programas/julia-en-la-onda/audios-podcast/territorios/negro/el-asesinato-de-denisa-chavales-de-barrio-viviendo-rapido_201902125c62f5f20cf269f93920fb14.html,Territorio Negro: El asesinato de Denisa. Chavales de barrio viviendo ...,"Trabaja en una fábrica de Getafe, en <em>Madrid</em>, y su hija Denisa fue ... antiguo novio, Mario, y de su asesina, Rocío, tres jóvenes de barrio de <em>Madrid</em> que .... en el <em>Parque</em> Oeste de Alcorcón y la toman en el coche, en el parking. ... Una conocida sí estuvo en el local de la <em>calle</em> Desmonte y se lo había contado.",12 feb. 2019
https://www.abc.es/espana/madrid/abci-presunto-descuartizador-alcala-no-donde-esta-novia-rompimos-201902090213_noticia.html,El presunto descuartizador de Alcalá: «No sé dónde está mi novia ...,"Imágenes de la detención del presunto autor del <em>asesinato</em> en ... Al parecer, tras perpetrar el <em>crimen</em>, el presunto homicida troceó el ... En uno vivía el hijo del dueño; en otro, un hombre solo y en uno de los que dan a la <em>calle</em>, Daría y Manuel. ... «Se fue ella y se llevó al perro a <em>Madrid</em>», le dijo el presunto&nbsp;...",8 feb. 2019
https://elpais.com/ccaa/2019/04/23/madrid/1556039866_160236.html,La obras de Canalejas cambian la fisonomía de la Puerta del Sol,"Quien pasee desde la <em>plaza</em> de Santa Ana hacia Sol por Núñez de ... de la <em>calle</em> de Alcalá, que habían sido sede de los bancos Banesto, Hispano y Central-Hispano. ... También lo niega una portavoz de Centro Canalejas <em>Madrid</em>, que .... La justicia absuelve al arquitecto Carlos Lamela de un <em>delito</em> contra&nbsp;...",23 abr. 2019
https://www.cuatro.com/cuatroaldia/carga-policial-vallecas-asesinato-clan-gitano-perro_0_2725275137.html,Carga policial en directo tras el asesinato de un hombre que sacaba a ...,"El barrio de Vallecas se ha manifestado en la <em>plaza</em> donde un hombre que ... Hasta el día de hoy, esta familia montaba barbacoas en la <em>calle</em> y,&nbsp;...",20 mar. 2019
https://www.larazon.es/local/madrid/triple-agresion-sexual-en-un-bar-de-madrid-HE23273545,Triple agresión sexual en un bar de Madrid,"Los hechos ocurrieron en un pub de copas de la <em>calle</em> Jacobinia, en el distrito ... los funcionarios de <em>Plaza</em> Castilla cuando pasó a disposición judicial. ... de <em>Madrid</em>, los detenidos en el aeropuerto cuyo presunto <em>delito</em> no deba&nbsp;...",9 may. 2019
https://www.abc.es/historia/abci-fusilamientos-paracuellos-crimen-mas-controvertido-republicanos-guerra-civil-201901110147_noticia.html,"Los fusilamientos de Paracuellos, el crimen de los republicanos en la ...","Los fusilamientos de Paracuellos, el <em>crimen</em> de los republicanos en la Guerra Civil ... por republicanos en el <em>Madrid</em> de la Guerra Civil ha estado teñido, durante años, ... sería absurdo que lo estuviese para el <em>asesinato</em> científico». ... unos 2.000 milicianos habían sido asesinados en la <em>plaza</em> de toros de la&nbsp;...",10 ene. 2019
https://www.elmundo.es/madrid/2019/04/14/5cb2e97ffc6c83b85b8b4678.html,"Tres hombres resultan heridos en peleas, uno de ellos tiroteado en un ...","... peleas en la madrugada del domingo en la Comunidad de <em>Madrid</em>. ... horas en un local de copas en la <em>calle</em> Seseña en el distrito Latina,&nbsp;...",14 abr. 2019
https://www.elindependiente.com/sociedad/2019/02/16/juan-asensio-el-mafioso-que-controlo-almeria-y-fue-asesinado/,"Juan Asensio, el capo que controló Almería y fue ejecutado en su portal","Forjado en la <em>calle</em> pero en el seno de una familia con posibles gracias al negocio del esparto, cuando su nombre salta de forma masiva por el <em>asesinato</em> de su primera ... de Juan Asensio para lavar la imagen de la provincia ante <em>Madrid</em>. ... “Antonio se presenta en La Crónica a los pocos días del <em>crimen</em> y&nbsp;...",15 feb. 2019
https://www.heraldo.es/noticias/aragon/zaragoza/2019/05/19/asesinato-zaragoza-calle-princesa-machetazo-costaria-25-anos-carcel-castigara-maximo-8-internamiento-1315526.html,Un machetazo letal que costaría 25 años de cárcel se castigará con ...,"Así, A. H. B. tenía 16 años y 5 meses cuando se produjo el <em>crimen</em>, ... que representa al presunto autor material del <em>asesinato</em>, ni las otras dos&nbsp;...",18 may. 2019
https://www.efe.com/efe/espana/sociedad/detenido-en-venezuela-un-exmilitar-por-triple-crimen-madrid-2016/10004-3807993,Detenido en Venezuela un exmilitar por un triple crimen en Madrid en ...,"Detenido en Venezuela un exmilitar por un triple <em>crimen</em> en <em>Madrid</em> en 2016 ... del triple <em>asesinato</em> de dos mujeres cubanas y un taxista ecuatoriano en un ... la policía venezolana que le relacionaba con otro <em>delito</em>, si bien una vez ... de la <em>calle</em> de Marcelo Usera preguntando por el dueño del bufete, Víctor&nbsp;...",9 nov. 2018
https://www.elmundo.es/madrid/2019/01/16/5c3f5b5621efa069298b47e0.html,La Policía duda de la presunta agresión sexual a una niña de 12 años ...,"... lunes en el <em>parque</em> de la Viña, situado en la confluencia de la <em>calle</em> de ... jóvenes corriendo de una zona oscura del <em>parque</em> hacia la <em>Avenida</em>&nbsp;...",16 ene. 2019
https://elpais.com/ccaa/2019/01/17/madrid/1547719229_970551.html,Hallado muerto un anciano en una pensión donde se denunció un robo,"Un hombre de 86 años ha sido hallado esta noche muerto, con signos de violencia, en una habitación de una pensión de <em>Madrid</em>, en el distrito&nbsp;...",17 ene. 2019
https://www.elmundo.es/madrid/2019/04/04/5ca5bbcffdddff9d588b4597.html,"El hombre que ayudó a morir a su mujer lanza su mensaje: ""A mí no ...","Según ha explicado, está acusado de un <em>delito</em> de asistencia al suicido, ... en la <em>calle</em> de Federico Sainz de Robles, en el distrito madrileño de&nbsp;...",4 abr. 2019
https://www.abc.es/espana/madrid/abci-policia-cree-unos-inquilinos-mataron-faustino-anciano-asesinado-pension-201901180134_noticia.html,"La Policía cree que unos inquilinos mataron a Faustino, el anciano ...",El Grupo V de Homicidios sospecha que la muerte de un anciano en la pensión que regentaba en el número 5 de la <em>calle</em> de Arriaga fue a&nbsp;...,17 ene. 2019
https://www.elespanol.com/reportajes/20190309/lolo-novio-alcaldable-pilar-baeza-asesinato-tirado/381712899_0.html,"'El Lolo', ex novio de la alcaldable Pilar Baeza: “Yo me comí el ...","Ya casi nadie le llama Lolo. Es simplemente Manuel o, como mucho, Manolo, que a todos les hace cierta gracia porque se llama igual que el&nbsp;...",8 mar. 2019
https://www.publico.es/sociedad/caso-pedro-alvarez-impunidad-asesinato-cerca-prescribir.html,El caso Pedro Álvarez o la impunidad de un asesinato cerca de ...,"Nunca nadie fue juzgado por este <em>asesinato</em>, que permanece impune. ... floral a la altura del número 78 de la <em>avenida</em> Catalunya de L'Hospitalet. ... explica a Público que no se acordonó la zona del <em>crimen</em>, que no se ... Por si fuera poco, la familia de Pedro Álvarez ha padecido seguimientos por la <em>calle</em>,&nbsp;...",15 dic. 2018
https://www.lasprovincias.es/sucesos/crimen-miriam-vallejo-movil-sexual-20190118133424-ntrc.html,El crimen de Miriam Vallejo podría tener un móvil sexual,"La Guardia Civil sigue investigando el <em>asesinato</em> de Miriam Vallejo, ... entre Villanueva de la Torre (Guadalajara), donde vivía, y Meco (<em>Madrid</em>).",18 ene. 2019
https://elpais.com/ccaa/2019/01/25/madrid/1548412968_647970.html,La concejal Rommy Arce será investigada por injurias y calumnias a ...,"Rommy Arce, tras declarar en los juzgados de la <em>plaza</em> de Castilla, en una imagen de archivo. ... Mmame Mbaye murió el 15 de marzo de 2018 en la <em>calle</em> del Oso tras ... La concejal del Ayuntamiento de <em>Madrid</em> será investigada por tres tuits ... Al tratarse este último de un <em>delito</em> público, que no requiere la&nbsp;...",25 ene. 2019
https://www.lasexta.com/noticias/sociedad/muerto-herido-grave-tiroteo-zubia-granada_201904095cac43fd0cf2378f6d433112.html,Un muerto y un herido grave en un tiroteo en un parque infantil en ...,"El joven muerto a tiros en un <em>parque</em> infantil en La Zubia, Granada es un chico marroquí de 24 años. Se encontraba en el <em>parque</em> con un amigo&nbsp;...",9 abr. 2019
https://elcierredigital.com/sucesos/456314452/abuelo-muerto-leganes.html,La Policía resuelve el asesinato de un anciano el pasado fin de año ...,"La Policía de <em>Madrid</em> logró detener el pasado jueves a un individuo ... de la misma <em>calle</em> la noche que cometió el <em>crimen</em> de Emérito R.J., de 87&nbsp;...",8 abr. 2019
https://www.elperiodicodearagon.com/noticias/aragon/detenido-crimen-maleta-es-fugitivo-guatemalteco_1332579.html,El detenido por el crimen de la maleta es un fugitivo guatemalteco,"El detenido por el <em>crimen</em> de la maleta es un fugitivo guatemalteco ... la <em>calle</em> Vía Verde del barrio Oliver, donde fue encontrada la maleta. ... cuya desaparición fue denunciada la semana anterior en <em>Madrid</em>, ... Un <em>asesinato</em> del que fueron absueltos, pero que tras recurso de la Fiscalía, iba a ser reabierto.",25 dic. 2018
https://www.abc.es/espana/madrid/abci-robo-principal-hipotesis-muerte-anciano-leganes-201901040142_noticia.html,"Un robo, principal hipótesis de la muerte de un anciano en Leganés","Por eso, el miércoles a las 19.30 horas decidieron acudir a su vivienda, una casa baja situada en la pequeña <em>calle</em> del Faisán, en Leganés.",3 ene. 2019
https://elpais.com/sociedad/2018/09/10/actualidad/1536577914_876632.html,Una mujer asesinada grabada en un vídeo estremecedor,Estaba sola en el local e intentó salir a la <em>calle</em>. ... En el mismo <em>parque</em> donde fue arrestado el agresor fue asesinada otra mujer a principios de&nbsp;...,10 sept. 2018
https://www.abc.es/espana/comunidad-valenciana/abci-hombre-mata-vecino-descuartiza-y-echa-basura-tras-renir-plaza-garaje-201903312035_noticia.html,"Un hombre mata a su vecino en Torrevieja, lo descuartiza y lo echa a ...",Un <em>crimen</em> horrendo que comenzó con una discusión entre vecinos por una <em>plaza</em> de garaje. Un jurado popular juzga a partir de este lunes en&nbsp;...,1 abr. 2019
http://zonaretiro.com/sucesos/asesinado-madrid-discusion-perros/,Asesinado en una discusión provocada por unos perros,"#Reyerta en #PuentedeVallecas. Varón de 64 años con herida por arma blanca en cuello, en parada cardiorrespiratoria.@SAMUR_PC realiza&nbsp;...",18 mar. 2019
https://www.elperiodico.com/es/politica/20190316/manifestacion-independentista-madrid-hoy-16-marzo-directo-7357501,Manifestación independentista en Madrid | Directo,"El acto de finalización en la <em>plaza</em> de Cíbeles de <em>Madrid</em> se ha ... de la marcha: ""La autodeterminación no es <em>delito</em>, democracia es decidir"".",16 mar. 2019
https://elpais.com/ccaa/2019/05/13/madrid/1557737629_322922.html,Muere una mujer de 51 años arrollada por un coche en El Plantío,"SAMUR_PC confirma el fallecimiento de una mujer de 51 años atropellada cuando caminaba por la acera en la <em>Avenida</em> Victoria, 8.",13 may. 2019
https://www.dream-alcala.com/nueva-concentracion-en-repulsa-por-el-asesinato-de-la-joven-del-parque-del-angel/,Nueva concentración en repulsa por el asesinato de la joven del ...,"Alcalá de Henares se concentró el pasado viernes en la <em>Plaza</em> de ... primer <em>crimen</em>, presuntamente machista, en la Comunidad de <em>Madrid</em> en 2019, ... y la concentración por la joven asesinada en un piso del <em>Parque</em> del Ángel&nbsp;...",18 feb. 2019
https://www.elespanol.com/reportajes/20190521/panico-juicio-snoopy-sicario-espana-testigos-declarar/399960960_0.html,"Pánico en el juicio a 'Snoopy', el sicario nº 1 de España: testigos con ...","Luego, ya como 'capo', frecuentaba discotecas latinas de <em>Madrid</em> como Yaré o Tequila ... Pronto se vería envuelto en un <em>crimen</em>. ... de la <em>Avenida</em> de San Diego con la <em>calle</em> Atalaya en <em>Madrid</em>. ... De nuevo, José Arbey Rentería y los otros tres acusados resultaron absueltos del <em>delito</em> de <em>asesinato</em> durante el&nbsp;...",20 may. 2019
https://www.elespanol.com/reportajes/20190330/snoopy-anos-matando-encargo-espana-cobrador-pistola/386962471_0.html,"'Snoopy', 20 años matando por encargo en España: el cobrador del ...","Luego, ya como 'capo', frecuentaba discotecas latinas de <em>Madrid</em> como Yaré o Tequila ... Pronto se vería envuelto en un <em>crimen</em>. ... de la <em>Avenida</em> de San Diego con la <em>calle</em> Atalaya en <em>Madrid</em>. ... De nuevo, José Arbey Rentería y los otros tres acusados resultaron absueltos del <em>delito</em> de <em>asesinato</em> durante el&nbsp;...",29 mar. 2019
https://www.heraldo.es/noticias/aragon/zaragoza/2018/11/25/victima-crimen-calle-princesa-no-pudo-defender-1279504-2261126.html,La víctima del crimen de la calle Princesa no se pudo defender,"La víctima del <em>crimen</em> de la <em>calle</em> Princesa no se pudo defender ... que a la postre facilitó su localización, el lunes por la tarde cerca de la <em>plaza</em>&nbsp;...",24 nov. 2018
https://www.elmundo.es/madrid/2019/01/03/5c2e029321efa0786c8b45a2.html,Un hombre de 87 años muere tras ser golpeado en el robo de su casa ...,... pasado miércoles en su casa del número 10 de la <em>calle</em> Faisán de Leganés ... que se enfrentaban a un posible <em>crimen</em> causado por un robo.,3 ene. 2019
https://www.elespanol.com/reportajes/20190218/no-resuelto-miriam-guardia-civil-contacto-tinder/377212757_0.html,El crimen no resuelto de Miriam: la Guardia Civil rastrea a 300 ...,"Ha pasado un mes desde que Miriam Vallejo fuera asesinada camino de Meco (<em>Madrid</em>). Desde entonces, se busca al asesino sin suerte y con&nbsp;...",18 feb. 2019
https://elpais.com/elpais/2019/03/16/album/1552752029_122425.html,"Manifestación independentista en Madrid, en imágenes","Manifestación independentista en <em>Madrid</em>, en imágenes. 17 fotos ... por las calles de <em>Madrid</em> con el lema ""Autodeterminación no es <em>delito</em>.",16 mar. 2019
https://www.larazon.es/local/madrid/detenido-por-asesinar-a-un-hombre-en-un-parque-de-arganzuela-BB18916502,Asesinato a golpes en el parque Tierno Galván,Qué fácil huir cuando acabas de cometer un <em>crimen</em> justo al lado de la ... e indigente en el <em>parque</em> madrileño situado en la <em>Avenida</em> Planetario. ... del Grupo V de Homicidios de la Jefatura Superior de Policía de <em>Madrid</em>.,2 jul. 2018
https://www.levante-emv.com/valencia/2019/04/25/crimen-calle-viana-valencia-homicidio/1866574.html,"Los acusados del brutal crimen de la calle Viana, condenados a 12 ...","Así, establece que los cuatro acusados cometieron un <em>delito</em> de lesiones ... uno de los padres de la víctima mortal del <em>crimen</em> de la <em>calle</em> Viana.",25 abr. 2019
https://www.europapress.es/nacional/noticia-matrimonio-jimenez-becerril-asesinato-eta-concejal-abogada-dejo-huerfanos-tres-ninos-20190130101023.html,Matrimonio Jiménez-Becerril: el asesinato de ETA a un concejal y una ...,"Matrimonio Jiménez-Becerril: el <em>asesinato</em> de ETA a un concejal y una ... <em>MADRID</em>, 30 Ene. ... Cuando llegaron a la esquina con la <em>calle</em> Sanz y Fores, a la 1:15 de ... se dirigió a todos los que estaban concentrados en la <em>plaza</em>: ""ETA no .... condenado a 56 años de cárcel por un <em>delito</em> de atentado terrorista y&nbsp;...",30 ene. 2019
https://elpais.com/sociedad/2019/03/15/actualidad/1552685513_397639.html,Los padres que mataron a sus hijos creyendo salvarlos,"Los niños iban limpios, el mayor estaba matriculado en el colegio, ambos acudían a clases de natación, jugaban en el <em>parque</em> con otros críos,&nbsp;...",15 mar. 2019
https://www.elnacional.cat/es/politica/juicio-organizadores-manifestacion-madrid-autodeterminacion_385609_102.html,A juicio siete organizadores de la manifestación de Madrid en defensa ...,A juicio siete organizadores de la manifestación de <em>Madrid</em> en defensa de la ... de la autodeterminación han sido denunciados por amenazas y <em>delito</em> contra los ... juicio el proximo 21 de mayo a las 11:30 en <em>Plaza</em> de Castilla?,17 may. 2019
https://www.elespanol.com/reportajes/20190205/asesino-miriam-acuchillada-meco-datos-saben-ignoran/373713671_0.html,"Dónde está el asesino de Miriam, la acuchillada en Meco: 4 datos que ...","Son 20 días, muchas horas de angustia, jornadas sin noticias y pesquisas sin conclusiones. La muerte de Miriam sigue siendo un misterio.",4 feb. 2019
